"Nombre","Pistas","Dirección","Teléfono","Correo","Página Web","Plataforma de Reserva"
"CÀMPING ORGANYÀ PARK","","25794, Lleida","+34621284673","info@organyapark.com","https://padelizados.es/es-es/i/447-camping-organya-park/","N/A"
"Trèvol","","Avinguda de Tortosa, 84, 25005, Lleida","+34973106885","gsune@trevollleida.com","https://padelizados.es/es-es/i/794-trevol/","N/A"
"Club Tennis Urgell","","Partida Balàfia, 71, 25196, Lleida","+34973088880","club@tennisurgell.com","https://padelizados.es/es-es/i/371-club-tennis-urgell/","N/A"
"Pàdel Alcarràs","","Carrer Partida les Sorts, 204, 25180, Alcarràs","+34696425693","clubpadelalcarras@gmail.com","https://padelizados.es/es-es/i/546-padel-alcarras/","N/A"
"Pista de Pádel Pública Municipal de Mequinenza.","","50170, Mequinenza","+34974464721","info@museosdemequinenza.com","https://padelizados.es/es-es/i/1548-pista-de-padel-publica-municipal-de-mequinenza/","N/A"
"Vinca Jardineria y Viveros","","Polígono Cantabria II, Pabellon, C. Las Cañas, 9, 26009, Logroño","+34941265158","info@mass-security.es","https://padelizados.es/es-es/i/1536-vinca-jardineria-y-viveros/","N/A"
"Hotel Auditorio Santiago & Spa","","Urbanización Bela Vista, Carretera N-540, km. 3.200, 27004, Lugo","+34982010101","hotelsantiago@hotelsantiago-sl.es","https://padelizados.es/es-es/i/600-hotel-auditorio-santiago-spa/","N/A"
"Padelprix Lugo","","R. Barbeito María, 6, 3, 27003, Lugo","+34676032759","lugo@padelprix.com","https://padelizados.es/es-es/i/353-padelprix-lugo/","N/A"
"Padel Club Usera","","C. del Corindón, 3, 28041, Madrid","+34618805531","padelusera@gmail.com","https://padelizados.es/es-es/i/69-padel-club-usera/","N/A"
"Gimnasio Wellsportclub","","Av. del Dr. Federico Rubio y Galí, 59, 28040, Madrid","","wellsportclub@wellsportclub.com","https://padelizados.es/es-es/i/627-gimnasio-wellsportclub/","N/A"
"MOMO by Making Padel","","Azotea Parque Comercial Las Rejas, C. de Navaridas, 9, 28022, Madrid","+34670596725","makingpadel@momosportsclub.com","https://padelizados.es/es-es/i/104-momo-by-making-padel/","N/A"
"Arena Rio Padel","","C. de la Verdad, 20, 28019, Madrid","+34611043923","info@rioarenapadel.com","https://padelizados.es/es-es/i/125-arena-rio-padel/","N/A"
"Centro deportivo SMP","","C. del Dr. Esquerdo, 64, 66, 28007, Madrid","+34914009737","infodpo@forlopd.es","https://padelizados.es/es-es/i/899-centro-deportivo-smp/","N/A"
"Padel and Tennis Club Fuencarral","","C. del Monasterio de Las Huelgas, 15, 28049, Madrid","+34617481362","info@clubfuencarral.com","https://padelizados.es/es-es/i/109-padel-and-tennis-club-fuencarral/","N/A"
"Club de Campo Villa de Madrid","","Ctra. Castilla, km 2, 28040, Madrid","+34915502010","abonados@ccvm.es","https://padelizados.es/es-es/i/84-club-de-campo-villa-de-madrid/","N/A"
"Ciudad De La Raqueta","","C. del Monasterio de El Paular, 2, 28049, Madrid","+34917297922","entradas@ciudadraqueta.com","https://padelizados.es/es-es/i/54-ciudad-de-la-raqueta/","N/A"
"Club y Escuela de Padel IberiaMart Madrid","","Av. de Brasil, 5, 28020, Madrid","+34915565965","padel@iberiamart.es","https://padelizados.es/es-es/i/380-club-y-escuela-de-padel-iberiamart-madrid/","N/A"
"Club Deportivo Somontes","","Carr Madrid-El Pardo, Km. 3, 400, 28048, Madrid","+34913163434","hola@cdsomontes.com","https://padelizados.es/es-es/i/569-club-deportivo-somontes/","N/A"
"FactoryFit Fitness & Padel Club","","C. de Santa Leonor, 52, 28037, Madrid","+34913040291","info@factoryfit.es","https://padelizados.es/es-es/i/1211-factoryfit-fitness-padel-club/","N/A"
"Padel La Unión","","C. Diego Olivera Victorio, 5, 28031, Madrid","+34659265574","udmelidaolimpia@gmail.com","https://padelizados.es/es-es/i/287-padel-la-union/","N/A"
"Club de Tenis Chamartin","","C/ de Federico Salmón, 4, 28016, Madrid","+34913452500","info@ctchamartin.es","https://padelizados.es/es-es/i/501-club-de-tenis-chamartin/","N/A"
"Tres Olivos","","C. Bella Altisidora, 10, 28034, Madrid","","club3olivos@hotmail.com","https://padelizados.es/es-es/i/459-tres-olivos/","N/A"
"Forus Caja Mágica","","Cmo. de Perales, s/n, 28041, Madrid","+34917127997","infocajamagica@forus.es","https://padelizados.es/es-es/i/611-forus-caja-magica/","N/A"
"Reserva Tu Padel","","28045, Madrid","+34669015702","info@reservatupadel.es","https://padelizados.es/es-es/i/1196-reserva-tu-padel/","N/A"
"Cristalia Club Padel","","Vía de los Poblados, 3, 28033, Madrid","+34911731932","info@padelcristalia.com","https://padelizados.es/es-es/i/507-cristalia-club-padel/","N/A"
"Centro Deportivo Cultural Delicias","","Paseo de las Delicias, 61, 28045, Madrid","+34680647070","info@centrodelicias.org","https://padelizados.es/es-es/i/617-centro-deportivo-cultural-delicias/","N/A"
"Padel 3 Olivos","","C. de la Cueva de Montesinos, 76, 28034, Madrid","+34917353745","club3olivos@hotmail.com","https://padelizados.es/es-es/i/1341-padel-3-olivos/","N/A"
"Padel Club Teypasport","","Av. de las Piceas, 13, 28043, Madrid","+34654599259","info@teypasport.com","https://padelizados.es/es-es/i/811-padel-club-teypasport/","N/A"
"Padel Pastrana","","Polideportivo, Pl. del Duque de Pastrana, 5, 28036, Madrid","+34673351587","info@padelpastrana.com","https://padelizados.es/es-es/i/800-padel-pastrana/","N/A"
"Homepadelmadrid, Clases De Padel A Domicilio","","C. de Joaquín Lorenzo, 38, 28035, Madrid","+34607641640","info@homepadelmadrid.com","https://padelizados.es/es-es/i/988-homepadelmadrid-clases-de-padel-a-domicilio/","N/A"
"PrivaPadel","","C/ de María de Maeztu, 36, 28049, Madrid","+34611002526","contacto@privapadel.com","https://padelizados.es/es-es/i/1114-privapadel/","N/A"
"Pistas de Pádel CTM","","C. Eje 8, 17, 28053, Madrid","+34600714876","ctm@ctm-madrid.com","https://padelizados.es/es-es/i/1466-pistas-de-padel-ctm/","N/A"
"Club de pádel Occidental","","C. de Baeza, 28300, Madrid","+34693366109","padeloccidental@opsgestion.com","https://padelizados.es/es-es/i/1014-club-de-padel-occidental/","N/A"
"Sime Sports: Mantenimiento de piscinas, pistas de padel, gimnasios.","","C. de las Camelias, 14, 28042, Madrid","+34635536031","info@simesports.es","https://padelizados.es/es-es/i/1603-sime-sports-mantenimiento-de-piscinas-pistas-de-padel-gimnasios/","N/A"
"addpadel","","C. del Monasterio de las Batuecas, 13, 28049, Madrid","+34635549595","info@addpadel.com","https://padelizados.es/es-es/i/1469-addpadel/","N/A"
"Miraflores Tennis Club","","C. Juliana, 29649, Málaga","+34952932006","miraflorestennisclub@gmail.com","https://padelizados.es/es-es/i/197-miraflores-tennis-club/","N/A"
"Club Deportivo León 13","","C. Miguel Sel Gómez de la Cruz, 2, 29018, Málaga","+34951204132","info@clubdeportivoleon13.es","https://padelizados.es/es-es/i/135-club-deportivo-leon-13/","N/A"
"Oxygen Sports Club","","C. de Marie Curie, 26, 32, 29590, Málaga","+34951100909","info@oxygen-sportsclub.com","https://padelizados.es/es-es/i/884-oxygen-sports-club/","N/A"
"Club de pádel Miraflores","","Calle de, C. Francisco Guillón, 11, 29018, Málaga","+34679079160","info@sportmiraflores.com","https://padelizados.es/es-es/i/292-club-de-padel-miraflores/","N/A"
"Campamento de Verano Vals Sport Ave María","","Av de Sor Teresa Prat, 53, 29003, Málaga","+34951464294","recepcionconsul@valssport.com","https://padelizados.es/es-es/i/1295-campamento-de-verano-vals-sport-ave-maria/","N/A"
"MindsetPadel Academy","","C. de Alfredo Corrochano, 9, 29006, Málaga","+34677343993","info@mindsetpadel.com","https://padelizados.es/es-es/i/826-mindsetpadel-academy/","N/A"
"Centro Deportivo Fili Pinos del Limonar","","C. de la Era, 27, 29016, Málaga","+34952600124","atencionalcliente@pinosdellimonar.com","https://padelizados.es/es-es/i/1255-centro-deportivo-fili-pinos-del-limonar/","N/A"
"Padel Federation Melillense","","P.º de las Conchas, 17, 52006, Melilla","+34952695897","info@padelmelilla.com","https://padelizados.es/es-es/i/828-padel-federation-melillense/","N/A"
"Centro Deportivo Verdolay","","Av. del Verdolay, 2, 30150, Murcia","+34868914847","info@cdverdolay.es","https://padelizados.es/es-es/i/393-centro-deportivo-verdolay/","N/A"
"Cobatillas pádel sport","","C. Bolos, 12, 30163, Murcia","+34618348525","cobatillaspadelsport@gmail.com","https://padelizados.es/es-es/i/338-cobatillas-padel-sport/","N/A"
"Montepríncipe Sport Center","","Av. de los Poetas, 30506, Murcia","+34623496777","info@monteprincipesportcenter.com","https://padelizados.es/es-es/i/1345-monteprincipe-sport-center/","N/A"
"Padelprix Ourense","","Rúa 3, 4, 32901, Ourense","+34600493800","info@padelprix.com","https://padelizados.es/es-es/i/266-padelprix-ourense/","N/A"
"Padelprix La Finca","","Rúa Antonio Sequeiros Glez, 5, 32900, Ourense","+34600493800","info@padelprix.com","https://padelizados.es/es-es/i/373-padelprix-la-finca/","N/A"
"LEMOS PADEL","","POL. IND, REBOREDO, 25, 27400, Monforte de Lemos","+34982006632","lemospadel@lemospadel.com","https://padelizados.es/es-es/i/827-lemos-padel/","N/A"
"Pádel Oviedo","","C. Perez Galdos, 6, 33012, Oviedo","+34690984662","hola@padeloviedo.com","https://padelizados.es/es-es/i/311-padel-oviedo/","N/A"
"Pistas de Tenis y Padel del Parque del Oeste","","Calle Antón Sanchez, s/n, 33013, Oviedo","+34985273721","tenis@oviedo.es","https://padelizados.es/es-es/i/1206-pistas-de-tenis-y-padel-del-parque-del-oeste/","N/A"
"Cover Pádel Olloniego","","Pol. Ind. Olloniego, 50, 33660, Oviedo","+34608379337","info@coverpadel.es","https://padelizados.es/es-es/i/609-cover-padel-olloniego/","N/A"
"P90 Sport Center","","C. Vizcaya, 2, 34004, Palencia","+34608410444","p90@hotmail.es","https://padelizados.es/es-es/i/664-p90-sport-center/","N/A"
"Padel Blue","","C. Levante, 12, 34004, Palencia","+34608410444","p90@hotmail.es","https://padelizados.es/es-es/i/862-padel-blue/","N/A"
"TODOPADEL","","Pol. Ind., 264, 34200, Venta de Baños","+34979770092","p90@hotmail.es","https://padelizados.es/es-es/i/680-todopadel/","N/A"
"Palma Racket Club","","Carrer de Galícia, 7, 07013, Palma de Mallorca","+34971736319","info@palmaracketclub.es","https://padelizados.es/es-es/i/105-palma-racket-club/","N/A"
"Freedom Wellness Club","","Carrer Gerani, 21, 07141, Palma de Mallorca","+34971008008","info@grupofreedom.es","https://padelizados.es/es-es/i/714-freedom-wellness-club/","N/A"
"Palma Padel","","Carrer de Castellà la Manxa, 6, 07013, Palma de Mallorca","+34971254730","info@palmapadel.es","https://padelizados.es/es-es/i/735-palma-padel/","N/A"
"Udyr Sport","","Carrer de Son Bessó, 15, 07120, Palma de Mallorca","+34637593691","udyrsport@gmail.com","https://padelizados.es/es-es/i/118-udyr-sport/","N/A"
"CampusEsport","","Carr. de Valldemossa, km 7, 5, 07120, Palma de Mallorca","+34971172554","dpo@fueib.org","https://padelizados.es/es-es/i/711-campusesport/","N/A"
"Padel Factory Son Castelló","","Carrer Gremi Teixidors, 3, 07009, Palma de Mallorca","+34971432305","carlos@padelfactory.es","https://padelizados.es/es-es/i/168-padel-factory-son-castello/","N/A"
"DUIN Portitxol","","Carrer Cuba, 7, 07006, Palma de Mallorca","+34971270210","info@duinclub.com","https://padelizados.es/es-es/i/684-duin-portitxol/","N/A"
"Pádel Portitxol - Club de Pádel","","Carrer Cuba, 9, 07006, Palma de Mallorca","+34682051303","info@padelportitxol.com","https://padelizados.es/es-es/i/522-padel-portitxol-club-de-padel/","N/A"
"PÀDEL CLUB U36","","Carrer d'Andalusia, 07013, Palma de Mallorca","+34695543659","padelclubu36@hotmail.com","https://padelizados.es/es-es/i/513-padel-club-u36/","N/A"
"Fit Point | Pádel","","Polígono de, Son Morro, Carrer Son Morro, 10, 07007, Palma de Mallorca","+34971127520","padel@fitpoint.es","https://padelizados.es/es-es/i/526-fit-point-padel/","N/A"
"Carol Foresti Pádel Trainer","","Avinguda de Joan Miró, 138, 07015, Palma de Mallorca","+34633877266","carolforesti@gmail.com","https://padelizados.es/es-es/i/1437-carol-foresti-padel-trainer/","N/A"
"Césped artificial Baleares","","Camí de Muntanya, 7, 07141, Palma de Mallorca","+34648547343","info@cespedartificialbaleares.es","https://padelizados.es/es-es/i/1442-cesped-artificial-baleares/","N/A"
"TM Tenis y Padel Palma","","Carrer de Bartomeu Xamena, s/n, 07610, Palma de Mallorca","+34605492649","20info@tmtenisypadelpalma.es","https://padelizados.es/es-es/i/993-tm-tenis-y-padel-palma/","N/A"
"A2 Sports Padel Mallorca","","Castilla La Mancha, 6, 07011, Palma de Mallorca","+34649799699","contacto@a2sportspadel.com","https://padelizados.es/es-es/i/903-a2-sports-padel-mallorca/","N/A"
"Etxabakoitz Udal Kiroldegia","","C. de San Raimundo, s/n, 31009, Pamplona","+34948251073","dpo@gfmservicios.com","https://padelizados.es/es-es/i/978-etxabakoitz-udal-kiroldegia/","N/A"
"ONPADELCLUB","","Calle a, Nave 33, 31192, Pamplona","+34621426362","info@onpadelclub.es","https://padelizados.es/es-es/i/589-onpadelclub/","N/A"
"Navarra Padel","","C. Cam. de Labiano, 49, 31191, Pamplona","+34948104545","info@navarrapadel.com","https://padelizados.es/es-es/i/283-navarra-padel/","N/A"
"Tray Padel Club","","Calle a, 66, 31192, Pamplona","+34948233117","info@labandejapadel.com","https://padelizados.es/es-es/i/484-tray-padel-club/","N/A"
"On Padel club","","Pol. nº, Calle a, 33, 31192, Mutilva","+34621426362","info@onpadelclub.es","https://padelizados.es/es-es/i/529-on-padel-club/","N/A"
"Pablo Semprún Sport Center","","C. Intxaurdia, 5, 31620, Valle de Egüés / Eguesibar","+34615625378","olgam@optimasportmedia.com","https://padelizados.es/es-es/i/568-pablo-semprun-sport-center/","N/A"
"Sangüesa Padel","","Pol. Ind. de Rocaforte, A3, 31400, Aranguren","","youraddress@mail.com","https://padelizados.es/es-es/i/1569-sanguesa-padel/","N/A"
"School Pádel Pontevedra","","Rúa Irlanda, 2, 36162, Pontevedra","+34692650223","Schoopadelpontevedra@outlook.com","https://padelizados.es/es-es/i/405-school-padel-pontevedra/","N/A"
"Club de Tenis e Pádel O Rial","","Rúa do Carballo, s/n, 36629, Pontevedra","+34986505198","info@clubtenisrial.com","https://padelizados.es/es-es/i/579-club-de-tenis-e-padel-o-rial/","N/A"
"Club De Tenis Pontevedra","","Rúa Illa de San Simón, 7, 36163, Pontevedra","+34986872999","escueladetenis@clubdetenispontevedra.es","https://padelizados.es/es-es/i/1252-club-de-tenis-pontevedra/","N/A"
"Saquesport","","Camiño da Igrexa, 39, 36416, Vigo","+34609100819","pedidos@saquesport.es","https://padelizados.es/es-es/i/1621-saquesport/","N/A"
"Complexo Deportivo Álvaro Pino","","Rúa Real, 1, 36860, Ponteareas","+34986644757","info@complejodeportivoalvaropino.com","https://padelizados.es/es-es/i/791-complexo-deportivo-alvaro-pino/","N/A"
"Boiropadel","","Polígono Industrial de Espiñeira, Parcela 18, 15930, Boiro","+34680635184","info@boiropadel.com","https://padelizados.es/es-es/i/1275-boiropadel/","N/A"
"Campo de Tiro y Deportes de Salamanca","","C/ Joaquín Rodrigo, 49, 37008, Salamanca","+34633072684","info@campotiro.es","https://padelizados.es/es-es/i/877-campo-de-tiro-y-deportes-de-salamanca/","N/A"
"Catedral Pádel Club S.L.","","???? catedralpadelclub@gmail.com, ☎️ +34 634 343 705, C. Primera, 41, 37188, Carbajosa de la Sagrada","+34634343705","catedralpadelclub@gmail.com","https://padelizados.es/es-es/i/419-catedral-padel-club-s-l/","N/A"
"Club Pádel El Viñal","","Urb. Almacenes, C/ Duero, 8, Sector A1, 37184, Villares de la Reina","+34923228534","padelelvinal@gmail.com","https://padelizados.es/es-es/i/517-club-padel-el-vinal/","N/A"
"Pádel Indoor Salamanca","","C. Vertical 8a, nº17, 37188, Carbajosa de la Sagrada","+34600456768","direcciondeportivavictor@gmail.com","https://padelizados.es/es-es/i/231-padel-indoor-salamanca/","N/A"
"Centro Deportivo Supera Santander","","C. Castilla, 64, 39009, Santander","+34942348200","santander@centrosupera.com","https://padelizados.es/es-es/i/1093-centro-deportivo-supera-santander/","N/A"
"Club de Tenis Monteverde","","C. Tristana, 21, A, 39012, Santander","+34942332530","recepcion@clubdepadelytenismonteverde.com","https://padelizados.es/es-es/i/317-club-de-tenis-monteverde/","N/A"
"Futsa Meres","","Ctra. Oviedo, Km. 7.5, 33199, Santander","+34985794578","info@futsameres.com","https://padelizados.es/es-es/i/284-futsa-meres/","N/A"
"AS Pádel Club","","CL-607, 13, 40196, Segovia","+34667073377","aspadelescuela@gmail.com","https://padelizados.es/es-es/i/736-as-padel-club/","N/A"
"Espacio tierra","","40196, La Lastrilla","+34921525058","info@espaciotierra.es","https://padelizados.es/es-es/i/498-espacio-tierra/","N/A"
"PADDLE CLUB FOUR INDOOR","","C. Ciprés, 206, 40140, Valverde del Majano","+34620516040","info@padelfour.com","https://padelizados.es/es-es/i/1204-paddle-club-four-indoor/","N/A"
"Club de pádel PyT Collado Mediano","","P.º de los Rosales, 61, 28450, Collado Mediano","+34918598845","starvie@starvie.com","https://padelizados.es/es-es/i/693-club-de-padel-pyt-collado-mediano/","N/A"
"Club de Pádel PPT","","P.º la Alameda, 39, 28440, Guadarrama","+34682490082","contacto@padelwarrior.es","https://padelizados.es/es-es/i/721-club-de-padel-ppt/","N/A"
"Piscina municipal de Gargantilla del Lozoya y Pinilla de Buitrago","","Gargantilla del Lozoya y Pinilla de Buitrago C/ Pino, 54, 28739, San Agustín de Guadalix","+34918695013","blanca@aguastranquilas.com","https://padelizados.es/es-es/i/1461-piscina-municipal-de-gargantilla-del-lozoya-y-pinilla-de-buitrago/","N/A"
"Restaurante Solycampo S.L","","C. Peralejo, s/n, 28792, Miraflores de la Sierra","+34918443751","20info@solycampo.es","https://padelizados.es/es-es/i/112-restaurante-solycampo-s-l/","N/A"
"IGM Academy","","C. Mirador del Moncayo, 28400, Collado Villalba","+34648103816","info@igmacademy.es","https://padelizados.es/es-es/i/985-igm-academy/","N/A"
"The fourth set Padel Indoor","","Polígono Industrial Sur, C. del Oro, 22, 28770, Colmenar Viejo","+34608749373","info@elcuartoset.com","https://padelizados.es/es-es/i/1054-the-fourth-set-padel-indoor/","N/A"
"Sevilla Padel Experience","","Cardenal Bueno Monreal, 41013, Sevilla","+34645081839","hello@sevillapadelexperience.com","https://padelizados.es/es-es/i/320-sevilla-padel-experience/","N/A"
"ElRemate Pádel Club","","Av. de Montes Sierra, 38, 41007, Sevilla","+34619817451","elrematepadelclub@gmail.com","https://padelizados.es/es-es/i/874-elremate-padel-club/","N/A"
"IOpadel","","Av. la Prensa, 36, 41007, Sevilla","+34954676966","info@iopadel.es","https://padelizados.es/es-es/i/190-iopadel/","N/A"
"Galisport Happiness Club","","Cardenal Bueno Monreal, s/n, 41013, Sevilla","+34954296555","elporvenir@galisport.com","https://padelizados.es/es-es/i/1138-galisport-happiness-club/","N/A"
"SANTE SPORT & SOCIAL CLUB","","Av. del Deporte, 12, 41020, Sevilla","+34633232355","rrhh@clubsante.es","https://padelizados.es/es-es/i/894-sante-sport-social-club/","N/A"
"La Red 21 Padel Pro","","Cardenal Bueno Monreal, 38, 41013, Sevilla","+34635667324","hola@lared21.es","https://padelizados.es/es-es/i/580-la-red-21-padel-pro/","N/A"
"Centro Deportivo Fili Pino Montano","","C. Corral de los Olmos, 41015, Sevilla","+34955548108","comunicacion@filipinomontano.es","https://padelizados.es/es-es/i/995-centro-deportivo-fili-pino-montano/","N/A"
"Federación Andaluza de Pádel","","Av. Padre García Tejero, 6, Torre B, 41012, Sevilla","+34954270884","almeria@fap.es","https://padelizados.es/es-es/i/1043-federacion-andaluza-de-padel/","N/A"
"HispaPadel Reparación Palas Padel","","C. Juan Rodriguez García, 41940, Tomares","+34657336773","info.hispapadel@gmail.com","https://padelizados.es/es-es/i/1471-hispapadel-reparacion-palas-padel/","N/A"
"Alavera Padel","","Parque Comercial Alavera, Dentro del, Autovia A-8058, Km 2, 41920, San Juan de Aznalfarache","+34634280284","alaverapadel2015@gmail.com","https://padelizados.es/es-es/i/282-alavera-padel/","N/A"
"Racket Club Sevilla","","C. Rotonda del Tirreno, Parcela Z, 37°21'40.4N 6°02'51.8W, 41940, Tomares","+34648285347","Administracion@racketclub.es","https://padelizados.es/es-es/i/722-racket-club-sevilla/","N/A"
"Simon Green Sport","","C/ Mirador, 41120, Gelves","+34954184344","administracion@simonverdesport.com","https://padelizados.es/es-es/i/787-simon-green-sport/","N/A"
"Club Zaudín Golf Sevilla","","9W5Q+3F, Glorieta del Zaudín y Puerta de las Marismas, 41940, Tomares","+34954154159","zeta@clubzaudingolf.com","https://padelizados.es/es-es/i/1116-club-zaudin-golf-sevilla/","N/A"
"Rio Grande Recreation Association","","Ctra. San Juan Palomares, 9, 41927, Mairena del Aljarafe","+34954181011","rosa.reinoso@riogrande.es","https://padelizados.es/es-es/i/216-rio-grande-recreation-association/","N/A"
"Activonic VIVA ACTIVE Travel - Padel, Tennis, Pickleball","","Club Bernier, C. Brasil, 41120, Gelves","+34669550680","info@vivaactivetravel.com","https://padelizados.es/es-es/i/1415-activonic-viva-active-travel-padel-tennis-pickleball/","N/A"
"Tienda Padel Nuestro Sevilla Aljarafe","","Polígono Industrial de, C. Industria, 5, 41927, Mairena del Aljarafe","+34954912427","info.fr@padelnuestro.com","https://padelizados.es/es-es/i/323-tienda-padel-nuestro-sevilla-aljarafe/","N/A"
"Club de Campo La Motilla","","C. Orión, 41703, Dos Hermanas","+34955675804","dpd@clubdecampolamotilla.es","https://padelizados.es/es-es/i/99-club-de-campo-la-motilla/","N/A"
"GOLF COSTA DAURADA TARRAGONA SPORTS CENTER","","Ctra. Catllar, Km 2,7, 43007, Tarragona","+34977653361","hola@golfcostadaurada.com","https://padelizados.es/es-es/i/612-golf-costa-daurada-tarragona-sports-center/","N/A"
"Tarragona Pàdel Indoor","","Pol. Ind. Francolí, 10, 43006, Tarragona","+34638967632","info@tarragonapadelindoor.es","https://padelizados.es/es-es/i/152-tarragona-padel-indoor/","N/A"
"MesK Padel Tarragona","","43006, Tarragona","+34654494368","dionis@meskpadeltarragona.com","https://padelizados.es/es-es/i/227-mesk-padel-tarragona/","N/A"
"Club de Tennis El Romaní","","Passeig Dr. Letamendi, Urb. Romaní, 5, 43700, Tarragona","+34660229595","ctromani@ctromani.com","https://padelizados.es/es-es/i/1276-club-de-tennis-el-romani/","N/A"
"Centre Esportiu del Delta","","Avinguda Canal, 0, 43580, Tarragona","+34977489695","ajuntament@deltebre.cat","https://padelizados.es/es-es/i/1319-centre-esportiu-del-delta/","N/A"
"Global padel vilaseca","","Carrer dels Matalassers, 8, h6, 43204, Reus","+34977271101","recepcio@globalpadelsports.com","https://padelizados.es/es-es/i/137-global-padel-vilaseca/","N/A"
"Pavelló Municipal d'Esports El Morell","","Av. dels Països Catalans, 6, 43760, El Morell","+34977842700","consergeriapavello@morell.alta","https://padelizados.es/es-es/i/1380-pavello-municipal-desports-el-morell/","N/A"
"Club Tennis i Pàdel El Catllar","","C/ del Requet, 43764, El Catllar","+34652867947","clubtenniselcatllar@gmail.com","https://padelizados.es/es-es/i/1008-club-tennis-i-padel-el-catllar/","N/A"
"TENNIS PÀDEL TAMARIT","","Urb. La Mora, Carrer Foixarda, S/N, 43008, Altafulla","+34699832050","infojungletrek@gmail.com","https://padelizados.es/es-es/i/577-tennis-padel-tamarit/","N/A"
"Mas Passamaner","","Camí de la Serra, 52, 43470, La Selva del Camp","+34977766333","hotel@maspassamaner.com","https://padelizados.es/es-es/i/606-mas-passamaner/","N/A"
"Pàdelx4 Reus","","Carrer de Faió, 7, 43204, Reus","+34695366170","padelx4reus@gmail.com","https://padelizados.es/es-es/i/1153-padelx4-reus/","N/A"
"Padel indoor Reus","","Carrer del Camí de Valls, 98, 43204, Reus","+34699088381","domenecsanroma@gmail.com","https://padelizados.es/es-es/i/1160-padel-indoor-reus/","N/A"
"Pádel Gaudí Reus Golf Club","","Ctra. de Cambrils, km 1.8, 43206, Reus","+34977752725","reservas@gaudigolfclub.com","https://padelizados.es/es-es/i/1497-padel-gaudi-reus-golf-club/","N/A"
"Tennis i Pàdel | Reus Deportiu","","El Camí dels Cinc Ponts, 1-3, 43206, Reus","+34977331824","secretaria@reusdeportiu.es","https://padelizados.es/es-es/i/575-tennis-i-padel-reus-deportiu/","N/A"
"Pàdel Manyanet Reus","","Carrer del Pare Manyanet, 27, 43205, Reus","+34640169844","info@padelmanyanet.com","https://padelizados.es/es-es/i/1599-padel-manyanet-reus/","N/A"
"Club Tennis Reus Monterols","","Ctra. de Reus a Cambrils, km 1, 43206, Reus","+34977751560","info@tennismonterols.cat.","https://padelizados.es/es-es/i/176-club-tennis-reus-monterols/","N/A"
"Apolo Club Esportiu","","Carrer del Migdia, 43830, Torredembarra","+34633104102","info@apoloclub.cat","https://padelizados.es/es-es/i/230-apolo-club-esportiu/","N/A"
"TennisTDB","","Carrer del Crisantem, 43830, Torredembarra","+34692048066","info@tennistdb.cat","https://padelizados.es/es-es/i/1280-tennistdb/","N/A"
"Club Padel Cambrils","","Av. Bèlgica, 1, 43850, Cambrils","+34977364320","info@misitio.com","https://padelizados.es/es-es/i/95-club-padel-cambrils/","N/A"
"Club de Tenis Valls","","Carretera de Valls a Tarragona, km 16, 43144, Vallmoll","+34649085620","info.tennisvalls@gmail.com","https://padelizados.es/es-es/i/851-club-de-tenis-valls/","N/A"
"Mar Cambrils Club & Big Jump Park","","Carrer Valls, 2, 43850, Cambrils","+34659849505","contact@mysite.com","https://padelizados.es/es-es/i/1243-mar-cambrils-club-big-jump-park/","N/A"
"Club Tennis Plana d'en Berga de Valls","","Carrer Reina Elionor, 25, 43800, Valls","+34977608042","info@planadenberga.com","https://padelizados.es/es-es/i/538-club-tennis-plana-den-berga-de-valls/","N/A"
"Club Padel Y Tenis Comarruga","","Av. Masia Blanca, 19, 43880, Coma-ruga","+34682040810","info@ctpcomarruga.com","https://padelizados.es/es-es/i/267-club-padel-y-tenis-comarruga/","N/A"
"Padel Teruel","","Cam. el Polvorín, 1, 44003, Teruel","+34978624350","info@padelteruel.com","https://padelizados.es/es-es/i/535-padel-teruel/","N/A"
"Piscinas y Polideportivo Municipal de Santa Eulalia del Campo","","C. Juan Carlos I, 11, 44360, Santa Eulalia","","contacto@santaeulaliadelcampo.com","https://padelizados.es/es-es/i/1460-piscinas-y-polideportivo-municipal-de-santa-eulalia-del-campo/","N/A"
"Zona de Pádel","","C/ de Salvador Cerveró, 24, 46025, Valencia","+34962071946","tienda@zonadepadel.es","https://padelizados.es/es-es/i/53-zona-de-padel/","N/A"
"SUMA Fitness Club ALFAFAR | Gimnàs i Pàdel a València","","C. Manuel Baixauli Andrés, S/N, 46910, Valencia","+34961843560","holaalfafar@sumafitnessclub.com","https://padelizados.es/es-es/i/593-suma-fitness-club-alfafar-gimnas-i-padel-a-valencia/","N/A"
"Devesa Gardens Camping & Resort","","Carretera de El Saler, Km. 13, 46012, Valencia","+34961611136","info@devesagardens.com","https://padelizados.es/es-es/i/567-devesa-gardens-camping-resort/","N/A"
"Club de Tenis de Bellreguard","","Carretera Playa, km 2,5, 46713, Bellreguard, Valencia, Valencia","+34962818550","info@clubdetenisbellreguard.com","https://padelizados.es/es-es/i/934-club-de-tenis-de-bellreguard/","N/A"
"Tu Pádel Valencia","","Carrer dels Fogainers, 5, 46014, Valencia","+34622559943","info@tupadelvalencia.com","https://padelizados.es/es-es/i/213-tu-padel-valencia/","N/A"
