"Nombre","Pistas","Dirección","Teléfono","Correo","Página Web","Plataforma de Reserva"
"Sportclub Impala & Spa","","C. Astrònom Francesc Aragó, 2, 12100, Castellón de la Plana","+34964737383","info@impalasportclub.com","https://padelizados.es/es-es/i/924-sportclub-impala-spa/","N/A"
"Play Padel Indoor","","Poligono acceso sur, Carrer de Suècia, Nave 9, 12006, Castellón de la Plana","+34683287382","info@playpadelcastellon.es","https://padelizados.es/es-es/i/414-play-padel-indoor/","N/A"
"PÁDEL CENTER CASTELLÓN","","Calle Sta. Magdalena de Pulpis, 8, Bajo, 12006, Castellón de la Plana","+34608693955","masqpadelcs@gmail.com","https://padelizados.es/es-es/i/252-padel-center-castellon/","N/A"
"Pádel Castellón OkPadel Centro Deportivo","","Avinguda d'Almassora, nº37, 12005, Castellón de la Plana","+34964103203","reservas@okpadel.es","https://padelizados.es/es-es/i/597-padel-castellon-okpadel-centro-deportivo/","N/A"
"Pàdel Castalia Castelló","","C. d'Osca, 6, 12004, Castellón de la Plana","+34623256266","castellonpadelsport@gmail.com","https://padelizados.es/es-es/i/1365-padel-castalia-castello/","N/A"
"Pádel Raval","","","+34623257218","castellonpadelsport@gmail.com","https://padelizados.es/es-es/i/835-padel-raval/","N/A"
"CPS academy","","Camí de la Donació, 12100, Castellón de la Plana","+34661441150","info@cpsacademy.es","https://padelizados.es/es-es/i/935-cps-academy/","N/A"
"Pádel Jubelama Indoor Castellón","","Calle Pl Numero 85, 124B, 12004, Castellón de la Plana","+34647769560","","https://padelizados.es/es-es/i/699-padel-jubelama-indoor-castellon/","N/A"
"Pádel Indoor Castellon","","Carrer Ducat d'Atenes, 6, 12550, Almassora","+34638358903","","https://padelizados.es/es-es/i/505-padel-indoor-castellon/","N/A"
"Sport Pàdel Borriana","","Av. d'Almassora, s/n, 12530, Burriana","+34695930089","info@sportpadelburriana.com","https://padelizados.es/es-es/i/1208-sport-padel-borriana/","N/A"
"Centro de Padel Burriana ESPADEL","","Carr. de Nules, 56, 12530, Burriana","+34680753740","","https://padelizados.es/es-es/i/1183-centro-de-padel-burriana-espadel/","N/A"
"ENTREPISTES Restaurant i pàdel","","Av. Asturias, 10, 12200, Onda","+34964914019","info@entrepistes.es","https://padelizados.es/es-es/i/205-entrepistes-restaurant-i-padel/","N/A"
"Club Pàdel Pro Nules","","Carr. de la Vilavella, 72, 12520, Nules","+34637603239","","https://padelizados.es/es-es/i/1375-club-padel-pro-nules/","N/A"
"Padel encubierto","","Cam. Fanzara, 26, 12200, Onda","+34667721306","info@caldererialaplana.es","https://padelizados.es/es-es/i/1503-padel-encubierto/","N/A"
"Nou Padel Onda","","Cam. Fanzara, 7, 12200, Onda","+34633058009","","https://padelizados.es/es-es/i/1005-nou-padel-onda/","N/A"
"Pàdel la Vall d’Uixó","","Av. Agricultor, 48-50, 12600, La Vall d'Uixó","","","https://padelizados.es/es-es/i/1397-padel-la-vall-duixo/","N/A"
"PADELCDM","","C. Proyecto 3, 11, 46510, Quartell","+34684476769","","https://padelizados.es/es-es/i/358-padelcdm/","N/A"
"Rincón del Pádel","","Carrer del Ciscar, 65, 46529, Canet de Berenguer","+34609873280","ferpadel@me.com","https://padelizados.es/es-es/i/781-rincon-del-padel/","N/A"
"Restaurante El Faro de Canet","","Carrer Mariano Benlliure, 18, 46529, Canet de Berenguer","+34665835240","info@complejoelfaro.com","https://padelizados.es/es-es/i/1048-restaurante-el-faro-de-canet/","N/A"
"Club Deportivo Las Fuentes","","C. Jai Alai, 15, 12579, Alcossebre","+34633878428","clubdeportivolasfuentes@gmail.com","https://padelizados.es/es-es/i/1406-club-deportivo-las-fuentes/","N/A"
"Club de Tenis Perla del Mediterráneo","","Av. Reyes Católicos, 0, 51002, Ceuta","+34609278945","","https://padelizados.es/es-es/i/1029-club-de-tenis-perla-del-mediterraneo/","N/A"
"Body Factory","","Av. Ramón Puyol, S/N, 11202, Algeciras","+34956639883","algeciras@bodyfactory.es","https://padelizados.es/es-es/i/720-body-factory/","N/A"
"PÁDEL BRAND S.L.","","Ctra. Cádiz Ctra. A, KM 109, 11202, Algeciras","+34856621133","info@padelbrand.es","https://padelizados.es/es-es/i/797-padel-brand-s-l/","N/A"
"Club de pádel indoor Activa Deporte","","Zabal, 46, 11300, La Línea de la Concepción","+34638346216","","https://padelizados.es/es-es/i/539-club-de-padel-indoor-activa-deporte/","N/A"
"Pistas de Pádel Polideportivo Municipal","","11370, Los Barrios","","","https://padelizados.es/es-es/i/1512-pistas-de-padel-polideportivo-municipal/","N/A"
"La Pista","","Carr. de Puertollano, 13440, Ciudad Real","+34649944467","","https://padelizados.es/es-es/i/398-la-pista/","N/A"
"Club de Ocio Nudos","","Carretera Nacional 430, km 304, 13005, Ciudad Real","+34639611204","soporte@ovh.es","https://padelizados.es/es-es/i/675-club-de-ocio-nudos/","N/A"
"Pádel Plus","","C. Hermanos Lumiere, 12, 13005, Ciudad Real","+34619881676","","https://padelizados.es/es-es/i/375-padel-plus/","N/A"
"CLUB DE TENIS MANZANARES.","","Cam. Cristo de las Agonías, 11, 13200, Ciudad Real","+34926613029","contacto@clubdetenismanzanares.com","https://padelizados.es/es-es/i/479-club-de-tenis-manzanares/","N/A"
"Pádel Bibiertas","","C. Campo de Criptana, 6, 13005, Ciudad Real","+34637321382","fernandofuentesmateos@gmail.com","https://padelizados.es/es-es/i/1272-padel-bibiertas/","N/A"
"Club Realpadel","","Av. Tablas de Daimiel, s/n, 13004, Ciudad Real","+34648623366","","https://padelizados.es/es-es/i/902-club-realpadel/","N/A"
"Club De Ocio Realpadel Poblete","","C. Girón, 2, 13195, Poblete","+34648623366","","https://padelizados.es/es-es/i/548-club-de-ocio-realpadel-poblete/","N/A"
"Pádel Center Carlos J","","C/ Murcia 63, Polígono Industrial, C. las Viñas, 13420, Malagón","+34634290231","info@padelcentercj.com","https://padelizados.es/es-es/i/820-padel-center-carlos-j/","N/A"
"VIP Padel Malagón","","C. Magallanes, 1, 13420, Malagón","+34622807308","","https://padelizados.es/es-es/i/959-vip-padel-malagon/","N/A"
"CLUB DE PADEL LA HERRADURA CIUDAD REAL","","Av. de la Estación, 2, 13580, Almodóvar del Campo","+34645690041","","https://padelizados.es/es-es/i/994-club-de-padel-la-herradura-ciudad-real/","N/A"
"X3 Padel villarrubia","","C. Grande, 70, 13670, Villarrubia de los Ojos","+34666052456","","https://padelizados.es/es-es/i/962-x3-padel-villarrubia/","N/A"
"Stock Padel Córdoba","","C/ María Montessori, 7, 14011, Córdoba","+34682897989","info@stockpadel.com","https://padelizados.es/es-es/i/163-stock-padel-cordoba/","N/A"
"Club Vistasierra","","km 1,3, Carret. de Trassierra, 14011, Córdoba","+34609517286","","https://padelizados.es/es-es/i/162-club-vistasierra/","N/A"
"El Vial Padel - Córdoba","","C. Tartesos, 12, 14011, Córdoba","+34691923994","","https://padelizados.es/es-es/i/219-el-vial-padel-cordoba/","N/A"
"Club Deportivo El Carmen","","Alonso el Sabio, 34, 14001, Córdoba","+34674284099","","https://padelizados.es/es-es/i/929-club-deportivo-el-carmen/","N/A"
"Open Arena","","C. Escritora Maria Goyri, s/n, 14005, Córdoba","+34957236485","info@openarena.es","https://padelizados.es/es-es/i/917-open-arena/","N/A"
"CD. Padel the Quemadas","","Pol. Ind. Tecnocórdoba, C. Suecia, 108, Nave A, 14014, Córdoba","+34678428942","","https://padelizados.es/es-es/i/278-cd--padel-the-quemadas/","N/A"
"Club Deportivo Sansueña","","C. Escultor Ramón Barba, 72, 14012, Córdoba","+34957282242","","https://padelizados.es/es-es/i/1210-club-deportivo-sansuena/","N/A"
"Padelium chinales","","Av. de Chinales, 10, 14007, Córdoba","+34957356920","","https://padelizados.es/es-es/i/374-padelium-chinales/","N/A"
"Club Deportivo Sierra Morena","","Carret. de Trassierra, Km 3, 14011, Córdoba","+34671525345","","https://padelizados.es/es-es/i/1151-club-deportivo-sierra-morena/","N/A"
"La Catedral del Padel","","C. José de Gálvez y Aranda, 35A, 14014, Córdoba","+34681372925","","https://padelizados.es/es-es/i/480-la-catedral-del-padel/","N/A"
"Sansueña Padel Club","","C. Madres Escolapias, 14012, Córdoba","+34605695595","","https://padelizados.es/es-es/i/683-sansuena-padel-club/","N/A"
"club de padel arruzafa","","C/ Poeta José María Alvariño, 20, 14012, Córdoba","+34687759204","","https://padelizados.es/es-es/i/483-club-de-padel-arruzafa/","N/A"
"You Play Padel","","Av. Apreama, 14013, Córdoba","+34624475272","","https://padelizados.es/es-es/i/1409-you-play-padel/","N/A"
"Club de padel A3SET","","Cordoba, 14720, Almodóvar del Río","+34627032438","","https://padelizados.es/es-es/i/865-club-de-padel-a3set/","N/A"
"Club Padel Indoor Fuente palmera","","A-440, 61, 14112, Fuente Palmera","+34602231994","","https://padelizados.es/es-es/i/982-club-padel-indoor-fuente-palmera/","N/A"
"Única Padel Q","","P.I. Ctra. Motilla, C/ Cubillo, 47, 16004, Cuenca","+34674385140","","https://padelizados.es/es-es/i/1222-unica-padel-q/","N/A"
"Nuevo Pádel Cuenca","","Carretera Valencia Poligono fercusa, nave 4, 16004, Cuenca","+34665111536","","https://padelizados.es/es-es/i/1256-nuevo-padel-cuenca/","N/A"
"Global Padel Pro Indoor Cuenca","","Polígono Industrial Carretera Motilla, Polígono Sepes, 48, 16004, Cuenca","+34626870807","","https://padelizados.es/es-es/i/900-global-padel-pro-indoor-cuenca/","N/A"
"Ibaeta Padel Trinketea","","Igara Bidea, 71, 20018, Donostia / San Sebastián","+34943213644","trinketeibaeta@hotmail.com","https://padelizados.es/es-es/i/392-ibaeta-padel-trinketea/","N/A"
"Mons kiroldegia","","Julimasene Kalea, 1C, 20015, Donostia / San Sebastián","+34943285830","","https://padelizados.es/es-es/i/1136-mons-kiroldegia/","N/A"
"Euskal Padel Federazioa (FVP-EPF)","","Errotaburu Pasealekua, 1, 3ª Planta, 20018, Donostia / San Sebastián","+34645733746","info@padelcv.com","https://padelizados.es/es-es/i/1103-euskal-padel-federazioa-fvp-epf/","N/A"
"Pádel 21 Astigarraga","","Oialume Bidea, 37, 20115, Astigarraga","+34611444708","admin@padel21asti.com","https://padelizados.es/es-es/i/832-padel-21-astigarraga/","N/A"
"Padel Indoor Oarso","","Egiburuberri Pasealekua Ibilbidea, 15, A, 20100, Errenteria","+34943788081","info@padeloarso.com","https://padelizados.es/es-es/i/1322-padel-indoor-oarso/","N/A"
"padel indoor bidasoa","","Bidaurre-Ureder, 45, BJ G, 20305, Irun","+34943574856","info@padelindoorbidasoa.com","https://padelizados.es/es-es/i/492-padel-indoor-bidasoa/","N/A"
"Orioko Karela Kiroldegia","","Erribera Kalea, 1, 20810, Orio","+34943894428","bpxport@bpxport.es","https://padelizados.es/es-es/i/1513-orioko-karela-kiroldegia/","N/A"
"Hondartza Kiroldegia","","Foru Kalea, s/n, 20280, Hondarribia","+34943647137","dpo@gfmservicios.com","https://padelizados.es/es-es/i/1229-hondartza-kiroldegia/","N/A"
"Padel Urola","","Anardi Area Aldea, 3, 20730, Azpeitia","+34669904046","info@apuntat.com","https://padelizados.es/es-es/i/1018-padel-urola/","N/A"
"Padel Indoor Goierri - Pistas de pádel en Beasain","","Polígono Gudugarreta 16 A, 20218, Beasain","+34943884958","","https://padelizados.es/es-es/i/1324-padel-indoor-goierri-pistas-de-padel-en-beasain/","N/A"
"Serres de Pals Golf & Sport Club","","Mas Gelabert, 17256, Girona","+34972117106","info@serresdepals.com","https://padelizados.es/es-es/i/1083-serres-de-pals-golf-sport-club/","N/A"
"Camiral A Quinta Do Lago Resort","","","+34972181020","","https://padelizados.es/es-es/i/562-camiral-a-quinta-do-lago-resort/","N/A"
"PADEL GIRONA UALA","","Carrer Can Pau Birol, 11, 17005, Girona","+34662313098","info@padelgirona.com","https://padelizados.es/es-es/i/257-padel-girona-uala/","N/A"
"Gipadel Padel Indoor Girona","","Carrer Joeria Petita, 2B, 17007, Girona","+34872220808","info@gipadel.com","https://padelizados.es/es-es/i/464-gipadel-padel-indoor-girona/","N/A"
"BREAK PADEL GIRONA","","Carrer Barcelona, 232, 17005, Girona","+34645539321","","https://padelizados.es/es-es/i/1363-break-padel-girona/","N/A"
"x3 Club Girona Padel","","Ctra. Cartellà s/n Pol. Ind. Jueria, 17150, Girona","+34972111111","x3@x3padel.com","https://padelizados.es/es-es/i/888-x3-club-girona-padel/","N/A"
"Pàdel Perelló","","Carrer del Mas Falgàs, 2, 17180, Vilablareix","+34606451628","","https://padelizados.es/es-es/i/1447-padel-perello/","N/A"
"Pàdel Riudellots 2","","Avinguda del Mas Pins, 114, 17457, Riudellots de la Selva","+34972909030","info@padelriudellots.com","https://padelizados.es/es-es/i/999-padel-riudellots-2/","N/A"
"Pàdel Riudellots","","Polígon Polingesa, Avinguda Mas Vilà, 59, 17457, Riudellots de la Selva","+34972909030","info@padelriudellots.com","https://padelizados.es/es-es/i/472-padel-riudellots/","N/A"
"Pitch & putt Franciac","","N-2, km 703, 17456, Caldes de Malavella","+34972471028","info@golffranciac.com","https://padelizados.es/es-es/i/1066-pitch-putt-franciac/","N/A"
"Pàdel Estany","","Passeig de la Indústria, s/n, 17834, Porqueres","+34972092212","info@padelestany.cat","https://padelizados.es/es-es/i/704-padel-estany/","N/A"
"Mas Solà Club Santa Coloma de Farners","","Ctra. de Sils, km.2, 17430, Santa Coloma de Farners","","","https://padelizados.es/es-es/i/967-mas-sola-club-santa-coloma-de-farners/","N/A"
"Pàdel Llagostera","","Av. de l'Esport, s/n, 17240, Llagostera","+34659663750","","https://padelizados.es/es-es/i/901-padel-llagostera/","N/A"
"Club Pàdel Vidreres","","Carrer de l'Institut, s/n, 17411, Vidreres","+34659663750","","https://padelizados.es/es-es/i/634-club-padel-vidreres/","N/A"
"Pàdel Gualta GC Sports","","Carretera de Torroella de Montgrí a, Km 1, 17257, Gualta","+34691542243","info@gualta.com","https://padelizados.es/es-es/i/855-padel-gualta-gc-sports/","N/A"
"Mas de Torrent Hotel & Spa","","Afueras de Torrent, S/N, 17123, Torrent","+34972303292","info@mastorrent.com","https://padelizados.es/es-es/i/755-mas-de-torrent-hotel-spa/","N/A"
"Club de Tennis Calonge","","Carrer de les Escoles, 4, 17251, Calonge","+34640297752","tenniscalonge@gmail.com","https://padelizados.es/es-es/i/536-club-de-tennis-calonge/","N/A"
"Club de pádel Nautic Pádel","","Carrer de les Roques Martines, 3, 17250, Sant Feliu de Guíxols","+34972826111","","https://padelizados.es/es-es/i/481-club-de-padel-nautic-padel/","N/A"
"Club Tennis d´Aro","","Lugar Urbanització la Gramoia del Puig Platja d´Aro, s/n, 17250, Sant Feliu de Guíxols","+34972190533","info@clubtennisdaro.com","https://padelizados.es/es-es/i/214-club-tennis-daro/","N/A"
"La Salada Padel & Tennis","","Ronda Narcís Massanas, 71, 17220, Sant Feliu de Guíxols","+34656489468","padeltennis@lasalada.cat","https://padelizados.es/es-es/i/625-la-salada-padel-tennis/","N/A"
"Pàdel Indoor Punt d'Or","","Costa Brava Bulevard, Planta 1, 17200, Palafrugell","+34686016369","","https://padelizados.es/es-es/i/1337-padel-indoor-punt-dor/","N/A"
"MÉS Esport i Salut","","Avinguda de la Verge de Núria, S/n, 17252, Sant Antoni de Calonge","+34972652810","reserves@mesgavarres.com","https://padelizados.es/es-es/i/1168-mes-esport-i-salut/","N/A"
"Club Tennis Costa Brava","","Camí Ral, 3, 17253, Mont-ras","+34972308172","info@clubtenniscostabrava.com","https://padelizados.es/es-es/i/305-club-tennis-costa-brava/","N/A"
"Club de Tennis L'Escala","","Carrer de l'Escorxador, 79, 17130, L'Escala","+34972770138","","https://padelizados.es/es-es/i/738-club-de-tennis-lescala/","N/A"
"Colònies Canyelles","","Av. Canyelles, 25, 17310, Lloret de Mar","+34972365678","info@coloniescanyelles.com","https://padelizados.es/es-es/i/1231-colonies-canyelles/","N/A"
"Padel and Go","","Av. del Rieral, 22, 17310, Lloret de Mar","+34664687525","booking@padelandgo.com","https://padelizados.es/es-es/i/1606-padel-and-go/","N/A"
"La Piscina de Lloret","","Av. del Rieral, 22, 17310, Lloret de Mar","+34972364384","piscina@lloret.cat","https://padelizados.es/es-es/i/889-la-piscina-de-lloret/","N/A"
"Minigolf bar Montplà. Pàdel. Tennis.","","Carretera de Torroella, 17258, L'Estartit","+34972751002","montpla.estartit@gmail.com","https://padelizados.es/es-es/i/759-minigolf-bar-montpla--padel--tennis/","N/A"
"Club Tennis Llafranc","","Avenida Jesús Serra Santamans, 15-17, 17211, Llafranc","+34972302308","info@tenisllafranc.cat","https://padelizados.es/es-es/i/312-club-tennis-llafranc/","N/A"
"Golf Lloret / Pàdel - Pitch & Putt","","Papalús s/n, 17310, Lloret de Mar","+34609132133","","https://padelizados.es/es-es/i/318-golf-lloret--padel-pitch-putt/","N/A"
"Zona Esportiva Municipal d'Hostalric","","Carrer Via Romana, s/n, 17450, Hostalric","+34619987453","","https://padelizados.es/es-es/i/1293-zona-esportiva-municipal-dhostalric/","N/A"
"ESPAI PÀDEL BLANES","","Ctra. Tordera, km. 4,5, 17300, Blanes","+34608720733","","https://padelizados.es/es-es/i/169-espai-padel-blanes/","N/A"
"O2 Centro Wellness Granada","","Calle Neptuno, s/n, 18004, Granada","+34958260726","","https://padelizados.es/es-es/i/767-o2-centro-wellness-granada/","N/A"
"BeOne Fitness & Sport","","Paseo da Praia Fluvial, S/N, 32001, Ourense","+34988218600","ourense@beone.es","https://padelizados.es/es-es/i/1190-beone-fitness-sport/","N/A"
"TECNOPÁDEL GRANADA","","POLIGONO TECNOLOGICO DE LOS OGIJARES, NAVE 17, 18151, Granada","+34647217084","","https://padelizados.es/es-es/i/1179-tecnopadel-granada/","N/A"
"Campus Padel Club","","C. Menéndez Pelayo, s/n, 18007, Granada","+34630891907","info@campuspadelclub.es","https://padelizados.es/es-es/i/251-campus-padel-club/","N/A"
"ValsSport Ilusión","","C. de María Guerrero, s/n, 18003, Granada","+34661287357","","https://padelizados.es/es-es/i/1170-valssport-ilusion/","N/A"
"INACUA ANTONIO PRIETO","","Av. Federico García Lorca, s/n, 18014, Granada","+34958161388","","https://padelizados.es/es-es/i/692-inacua-antonio-prieto/","N/A"
"Césped y Pistas","","Cortijo El Nogal, Carr. de la Zubia, s/n, 18008, Granada","+34958138395","","https://padelizados.es/es-es/i/1355-cesped-y-pistas/","N/A"
"Padel Master Club","","C. Periodista Luis de Vicente, 1, 18011, Granada","+34684774618","","https://padelizados.es/es-es/i/1427-padel-master-club/","N/A"
"Polideportivo Genil","","P.º de los Basilios, 2, 18008, Granada","+34699810981","reservas@polideportivogenil.es","https://padelizados.es/es-es/i/1541-polideportivo-genil/","N/A"
"Padel Sport Granada Indoor","","18100, Armilla","+34606145849","info@gestimars.com","https://padelizados.es/es-es/i/186-padel-sport-granada-indoor/","N/A"
"Sport Club La Hípica","","Pje. de San José, km 2, 18004, Churriana de la Vega","+34676751465","sportclub.hipica@gmail.com","https://padelizados.es/es-es/i/691-sport-club-la-hipica/","N/A"
"Odeco Pádel Cubierto en Granada","","C. Habana, 103, 18194, Churriana de la Vega","+34615162728","","https://padelizados.es/es-es/i/655-odeco-padel-cubierto-en-granada/","N/A"
"Box Padel","","Cam. Puente del Palo, 18194, Churriana de la Vega","+34621094304","","https://padelizados.es/es-es/i/467-box-padel/","N/A"
"Padbol Ogíjares","","C. Salamanca, 52, 18151, Ogíjares","+34630683981","","https://padelizados.es/es-es/i/1425-padbol-ogijares/","N/A"
"Geopadel","","Polígono Tecnológico los, C. Zamora, 130, 18151, Ogíjares","+34646059962","","https://padelizados.es/es-es/i/240-geopadel/","N/A"
"Padel Land La Zubia","","C. Nelson Mandela, 18140, La Zubia","+34633870786","","https://padelizados.es/es-es/i/1003-padel-land-la-zubia/","N/A"
"Central Padel","","Av. Andalucía, 5, 18210, Peligros","+34644295243","","https://padelizados.es/es-es/i/594-central-padel/","N/A"
"Pistas De Pádel Cenes De La Vega","","Cam. de las Fuentezuelas, 6, 18190, Cenes de la Vega","","","https://padelizados.es/es-es/i/1264-pistas-de-padel-cenes-de-la-vega/","N/A"
"Oasys Fit-Padel","","C. Montejicar, 22, 18210, Peligros","+34616937183","","https://padelizados.es/es-es/i/1559-oasys-fit-padel/","N/A"
"NEVADA PADEL","","C. Sevilla, 7, 18195, Cúllar Vega","+34958547379","","https://padelizados.es/es-es/i/381-nevada-padel/","N/A"
"Fourpadel","","C. Almuñecar, parcela 138, 18220, Albolote","+34670365146","","https://padelizados.es/es-es/i/1200-fourpadel/","N/A"
"O2 Centro Wellness Huelva","","C. San Sebastián, S/N, 21004, Huelva","+34959246276","","https://padelizados.es/es-es/i/1064-o2-centro-wellness-huelva/","N/A"
"Rutherford Garden-Bar","","Av. del 11 Marzo, 21120, Huelva","","","https://padelizados.es/es-es/i/1022-rutherford-garden-bar/","N/A"
"Pádel7","","Carr. Sevilla, 28W, 21007, Huelva","+34683519052","info@padel7.com","https://padelizados.es/es-es/i/370-padel7/","N/A"
"Forus Huelva (C.D. El Saladillo)","","Av. Honduras, s/n, 21007, Huelva","+34959270115","infohuelva@forus.es","https://padelizados.es/es-es/i/666-forus-huelva-c-d--el-saladillo/","N/A"
"Albergue Inturjoven Punta Umbria","","Av. del Océano, 13, 21100, Punta Umbría","+34955181181","resrvas.itj@jundadeandalucia.es","https://padelizados.es/es-es/i/1122-albergue-inturjoven-punta-umbria/","N/A"
"PADELEPE","","C. Manijeros, 27, 21440, Lepe","+34614421550","","https://padelizados.es/es-es/i/1115-padelepe/","N/A"
"X EL PADEL LEPE","","C. de la Encina, s/n, 21440, Lepe","+34611617170","","https://padelizados.es/es-es/i/775-x-el-padel-lepe/","N/A"
"Club Deportivo Pinares (Sede Pinares de Lepe)","","Urbanización Pinares de Lepe, Calle Albahaca, s/n, 21440, Lepe","+34630315634","info@pinaresdelepe.com","https://padelizados.es/es-es/i/470-club-deportivo-pinares-sede-pinares-de-lepe/","N/A"
"Club Deportivo Pinares (See Islantilla)","","Avenida de Isla Cristina s/n, 21449, Lepe","+34630315634","info@pinaresdelepe.com","https://padelizados.es/es-es/i/653-club-deportivo-pinares-see-islantilla/","N/A"
"Indoor Huesca","","C. Siderurgia, 1, Nave 68, 22006, Huesca","+34974234247","info@indoorhuesca.com","https://padelizados.es/es-es/i/397-indoor-huesca/","N/A"
"Zonepadel, Paddle Club in Huesca","","Poligono Sepes, Ronda de la Industria, 133, 22006, Huesca","+34974233011","","https://padelizados.es/es-es/i/637-zonepadel-paddle-club-in-huesca/","N/A"
"X3 INDOOR HUESCA PADEL SL","","C. Alcañiz, 4, 22004, Huesca","+34650132646","","https://padelizados.es/es-es/i/1331-x3-indoor-huesca-padel-sl/","N/A"
"Zuera Indoor Padel","","Av. Zaragoza, 128, 50800, Zuera","+34654115529","","https://padelizados.es/es-es/i/1092-zuera-indoor-padel/","N/A"
"Complejo La Veguilla","","A-312, Km 79, 23340, Jaén","+34953425482","reservas@laveguilla.es","https://padelizados.es/es-es/i/887-complejo-la-veguilla/","N/A"
"MAFEMA","","Ctra. los Villares, km 3, 23740, Jaén","+34678541181","fernandomafema@gmail.com","https://padelizados.es/es-es/i/237-mafema/","N/A"
"Padel Indoor Jaén","","C. Carmen de Michelena, 4, 23009, Jaén","+34953369684","ejemplo@correo.com","https://padelizados.es/es-es/i/395-padel-indoor-jaen/","N/A"
"Padel Premium","","C. Beas de Segura, 12, 23009, Jaén","+34953284109","info@padelpremium.com","https://padelizados.es/es-es/i/433-padel-premium/","N/A"
"Pistas de Pádel N-323A Altos del Puente Nuevo","","C. Vega del Molinero, 82, 23009, Jaén","+34617399647","ayuntamiento@laguardiadejaen.es","https://padelizados.es/es-es/i/1620-pistas-de-padel-n-323a-altos-del-puente-nuevo/","N/A"
"Complejo deportivo Eras de San Sebastián","","C. Torrejón, S/N, 23170, Mancha Real","+34607806963","ayuntamiento@laguardiadejaen.es","https://padelizados.es/es-es/i/1359-complejo-deportivo-eras-de-san-sebastian/","N/A"
"FUNPADEL","","C. Torredonjimeno, 14, 23640, Torredelcampo","+34608168669","contacto@funpadel.es","https://padelizados.es/es-es/i/841-funpadel/","N/A"
"Club de Pádel Torreolivo","","C. el Berrueco, 2, 23640, Torredelcampo","+34619362169","","https://padelizados.es/es-es/i/549-club-de-padel-torreolivo/","N/A"
"Club de Padel Los Villares","","23160, Los Villares","+34667927186","demo@fdsusi.es","https://padelizados.es/es-es/i/813-club-de-padel-los-villares/","N/A"
"Sport Goli","","Pol. Ind. Mirabueno, C. Méjico, 2, 23650, Torredonjimeno","","demo@fdsusi.es","https://padelizados.es/es-es/i/1432-sport-goli/","N/A"
"Smash Padel Martos","","C. Torneros, 9, 23600, Martos","+34655987451","demo@fdsusi.es","https://padelizados.es/es-es/i/500-smash-padel-martos/","N/A"
"Shark Club Padel Baeza","","C. Río Guadiana, 34, 23440, Baeza","+34638914376","","https://padelizados.es/es-es/i/845-shark-club-padel-baeza/","N/A"
"Padel Indoor Linares","","C. Mina el Fastillo, S/N, 23700, Linares","+34953656197","","https://padelizados.es/es-es/i/540-padel-indoor-linares/","N/A"
"Olímpico de León","","C. Justino Azcarate, 1, 24008, León","+34987495547","info@olimpicodeleon.com","https://padelizados.es/es-es/i/646-olimpico-de-leon/","N/A"
"Pádel Park León","","P.º el Parque, s/n, 24005, León","+34987261234","info@padelparkleon.com","https://padelizados.es/es-es/i/182-padel-park-leon/","N/A"
"Padelprix Oalma León","","P.I. La Lastra C/ Fuente Sublantina s/n, Bloque 2Q, 24005, León","+34663031717","20tenis5leon@padelprix.com","https://padelizados.es/es-es/i/778-padelprix-oalma-leon/","N/A"
"Casa León S.D.R.","","Av. San Ignacio de Loyola, 24191, San Andrés del Rabanedo","+34987237378","oficina@casaleon.es","https://padelizados.es/es-es/i/302-casa-leon-s-d-r/","N/A"
"León Padel Club","","P.I. Trobajo del Camino, C. del Valle Jo, Nave 66, 24010, San Andrés del Rabanedo","+34655488960","","https://padelizados.es/es-es/i/531-leon-padel-club/","N/A"
"Central Padel León","","C. la Vaguada, 7, 24010, San Andrés del Rabanedo","+34660723021","","https://padelizados.es/es-es/i/225-central-padel-leon/","N/A"
"Pista De Padel De Villacelama","","LE-512, 47, 24225, Villanueva de las Manzanas","+34987310306","villacelama@websdepadel.com","https://padelizados.es/es-es/i/1509-pista-de-padel-de-villacelama/","N/A"
"Pista de Pádel","","C. Llamargo, 2, 24285, Quintanilla del monte","","","https://padelizados.es/es-es/i/1532-pista-de-padel/","N/A"
"Aurial Pádel Indoor","","Poligono Neoparc, Carrer Alcarràs, 23, 25190, Lleida","+34621282576","","https://padelizados.es/es-es/i/174-aurial-padel-indoor/","N/A"
"Club Tennis Lleida","","Camí Boixadors, 60, 25198, Lleida","+34973240010","docencia@fcpadel.cat","https://padelizados.es/es-es/i/203-club-tennis-lleida/","N/A"
"Sícoris Club","","Carrer Sícoris, 45, 25001, Lleida","+34973204329","info@sicorisclub.com","https://padelizados.es/es-es/i/181-sicoris-club/","N/A"
"CÀMPING ORGANYÀ PARK","","25794, Lleida","+34621284673","info@organyapark.com","https://padelizados.es/es-es/i/447-camping-organya-park/","N/A"
"Trèvol","","Avinguda de Tortosa, 84, 25005, Lleida","+34973106885","gsune@trevollleida.com","https://padelizados.es/es-es/i/794-trevol/","N/A"
"Club Tennis Urgell","","Partida Balàfia, 71, 25196, Lleida","+34973088880","club@tennisurgell.com","https://padelizados.es/es-es/i/371-club-tennis-urgell/","N/A"
"Padel Indoor Tàrrega","","Carrer Pol.indust. la, Ca Naleta, 69B, 25300, Lleida","+34659050265","","https://padelizados.es/es-es/i/1305-padel-indoor-tarrega/","N/A"
